"base","STATE","REGION","lat","long","population","less_than_high_school","high_school_grad","some_bachelors_or_associate","with_children_under_18","income_below_poverty","drove_alone","carpooled","public_transportation","walked","taxi_motorcycle_bike_other","worked_from_home","now_married","separated","widowed","divorced","female","black_or_african_american_alone","american_indian_and_alaskan_native_alone","asian_alone","native_hawaiian_and_other_pacific_islander_alone","some_other_race_alone","two_or_more_races","hispanic_or_latino","living_with_supplementary_security_income_cash_public_assistance_income_foodstamps","veteran","unemployment_rate","armed_forces","mu_days","smoke","obese","food_env_index","phys_inactive","exer_acc","excess_drink","alc_drive_deaths_rate","clap_rate","teen_birth","mental_rate","child_pov","social","violence","house_problem","long_drive_alone","land_acres","h_80ami","t_80ami","co2_per_acre_local","autos_per_hh_80ami","vmt_per_hh_80ami","pct_transit_commuters_80ami","transit_trips_80ami","emp_ovrll_ndx","gross_hh_density","frac_sfd","intersection_density","median_smoc","pct_renter_occupied_hu","pupil_teacher_ratio","pct_65_older","annual_drug_spending_hh_avg"
"Fort Rucker","AL","South",31.4041575868033,-85.7474771105802,43331,0.113309662188465,0.285267259901516,0.372584518992786,0.427433304241645,0.155874920007328,0.858311128823488,0.0843987236594823,0.00104807614159388,0.0127257778502872,0.0164276254900262,0.0270886680351225,0.509850350646881,0.0248397380210342,0.0725132812924395,0.134163520035044,0.499302946684434,0.188534559683042,0.00544412119087896,0.0126618823354854,0.000113047523962722,0.0115162615397793,0.0302891048974265,0.0731964652856315,0.306096269756414,0.214788152224201,0.0492115962609554,0.0651322075432569,4.5246419219458,18.4046265511847,35.3383801488834,7.10404168734491,29.3050521091811,52.3876655799245,14.967192912426,36.1272160921173,519.172559801489,33.5296931624631,66.8189713999007,25.4575622828784,13.8787718021891,341.66817988468,13.8155120460056,24.586864516129,397224.070268586,31.0202084367246,32,2.90939692307692,2,21299.0817866005,0.494947890818859,8.97979156327543,2.09494789081886,0.0449494789081886,69.0303126550868,9.47473945409429,974.596466501241,34.9696873449132,18.4867698263027,0.162572656258065,399.211913463027
"Fort Shafter","HI","West",21.3443455626976,-157.884033407616,56547,0.166547373936205,0.289287832902129,0.295536704012101,0.359960520057457,0.12492631434485,0.498741149412124,0.150635322352069,0.191912193405076,0.0694854697977663,0.0685139430504989,0.0207119219824668,0.452411635317279,0.013397144997584,0.0789682222559095,0.0816001471953533,0.503015869232825,0.013011220017595,0.00102354149247051,0.618560211725731,0.11568902235668,0.00441372762337168,0.164481253854155,0.0685954655739628,0.344448547502182,0.0794368759588656,0.029876777995662,0.0144883093950752,2.9203392921,11.177348228,22.2,8.1,20.2,96.875495039,18.885339666,26.394052045,553.9,23.497911647,228.18745,9.5,6.3481637386,239.37491994,27.336041788,44.3,384373.36,41,20,67.78,2,18399,8,213,5.9,0.81,47,36,1932,46,16.14,0.174598,382.9087
"Fort Sill","OK","South",34.6823105709761,-98.4834001526949,50135,0.0652462256601394,0.312054577638589,0.385514377740794,0.513630198064992,0.140074345682576,0.730838581761059,0.125124243874199,0.00572866227615081,0.0357324084403355,0.0210886253066443,0.081487478341611,0.476125893310867,0.0187244526097115,0.0577157784585924,0.126563163242814,0.515759928015557,0.162292834992318,0.048836463373035,0.0233861394081463,0.00586748040834975,0.0221625197534288,0.0895957121662173,0.131270514107627,0.302657817131365,0.212048979315098,0.0488131366681293,0.136610563533459,4.4122686226,20.648340367,35.5,6.2,30.5,42.472884333,13.671970724,36.764705882,810.2,44.065436826,300.48471,23.4,9.3864321931,747.0980652,15.111665344,13,684344.77,32,31,12.42,2,20351,1,8,3.3,0.06,71,14,1020,45,16.35,0.120405,383.9287
"Fort Stewart","GA","South",31.9936725910001,-81.616523027,96060,0.110871678611957,0.287573481857523,0.362624212397658,0.504221532024335,0.146681467258918,0.836347424166157,0.0979264947392678,0.00715959909403736,0.0150897408895432,0.0256997317382401,0.0177770093727549,0.51946276878023,0.0274312080583604,0.0473742781524001,0.118539919404634,0.494369056421869,0.298594406399873,0.00365368676445887,0.0227526310289627,0.00173687499827277,0.03460030321305,0.0334070633617812,0.0945311254883567,0.292720761168394,0.189695959582421,0.0628846665093013,0.0525067113117471,3.91216328602089,19.062353657109,33.1026432060018,6.64324061797187,24.8402980346413,73.5503412449802,17.3585986413852,24.9486840172143,621.548697383438,33.101756417909,141.172529372083,24.7512528951697,9.86533630048901,326.539516441132,19.3474645497616,27.1723123174784,301875.340299272,37.5718925178745,30.1993303346648,10.3742935576181,2,19851.2538854016,1.5163870799906,27.7632443523212,4.58124454533248,0.245387596086066,60.0909439931523,22.0066861636065,1158.65903292941,45.4190967909771,15.2808651732067,0.125512603584136,346.070584229297
"Fort Wainwright","AK","West",64.824734398,-147.624595823,51608,0.0457781362792131,0.240368203927606,0.407761104098025,0.47961664453139,0.0801705243477933,0.740184371819417,0.144652472935478,0.0133575309553204,0.0337608760116723,0.0335302152891079,0.0345145329890048,0.511350989326452,0.0199890480320907,0.0303025841936603,0.110895148128394,0.535961355674367,0.0429440083304673,0.0642454574854526,0.0260994580364571,0.00663217846871088,0.00923414253786333,0.0828420818921383,0.072231073388299,0.16388897333716,0.192033237416702,0.0515551486186273,0.0797442926572306,2.96385941489066,18.4306288800733,28.8493932098462,7.76558738269543,18.4574902962708,86.7705214151584,23.4641961851798,42.5593442902389,723.7,29.448262696,511.90299,9.87166019751388,10.3541413931163,NA,23.1258250194258,14.8437232840368,4769712.70880067,32.8380582715079,21.959514567877,7.65190438755957,2,20670.004569351,3.16194172849211,37.6315530879969,7.45263106175994,0.00979757283938486,60.3036407409227,0.979757283938486,1496.63563111089,41.6558738269543,23.6942490050607,0.0794527982606987,428.816788075468
"Goldberg Stagefield","AL","South",31.415406352821,-85.4630905155149,2966,0.116279069767442,0.276982707215265,0.423673225998807,0.403940886699507,0.194680559363861,0.916989914662529,0.0589604344453064,0,0.0139643134212568,0.00387897595034911,0.00620636152055857,0.567791215786123,0.0320390409505623,0.0526204116274135,0.109060046679397,0.487027914614122,0.218062397372742,0,0.022495894909688,0,0.00541871921182266,0.0195402298850575,0.0270935960591133,0.329863370201692,0.148298993770963,0.0477402928071292,0.00127307447485678,4.4415549183,18.612184668,36.5,6.7,28.8,60.303277547,14.394508845,40.425531915,571.9,36.488579172,79.22643,29.7,11.70180571,362.59707652,13.610683102,25.9,359135.52,29,32,1.97,2,20991,1,11,2.6,0.05,66,12,815,38,17.81,0.156309,394.3371
"Green River Test Complex","UT","West",38.9616419905855,-110.1012345958,578,0.189690721649485,0.348453608247423,0.321649484536082,0.419753086419753,0.258223684210526,0.79874213836478,0.0733752620545073,0,0.0482180293501048,0,0.079664570230608,0.573426573426573,0.0594405594405594,0.0361305361305361,0.0652680652680653,0.464630225080386,0,0,0,0,0,0,0.32556270096463,0.29426433915212,0.139500734214391,0.0128205128205128,0,3.7990140506,9.9492723611,27.6,8,22.2,42.638483965,12.913080964,12,65.8,23.195876289,88.0971,15.7,3.8572806172,112.78080897,8.6776859504,22.1,2855863.67,28,35,0.58,2,23233,2,25,1.8,0,77,2,996,17,NA,0.14999,475.0929
"Hawthorne Army Depot","NV","West",38.5411328226217,-118.654720800624,6543,0.176465138362521,0.33687137640699,0.372170830280837,0.37462621785481,0.178922296527067,0.786652354316664,0.0924294807739793,0.00928967987472831,0.0468173826375138,0.0224700707099183,0.0423410316871961,0.444698906644179,0.0217561139480576,0.0908246511220633,0.160903445591873,0.516612749377122,0.0135607820304007,0.124464793776303,0.0166440674589057,0.00217553687373704,0.0668814468932226,0.0299935637040363,0.17018799145536,0.398317531753133,0.165360248826463,0.0756031304539277,0,4.49970646186066,20.6782981744634,33.6101808868257,7.06448428579051,28.3644842857905,58.1213024787114,18.0474730029842,48.8080743402054,328.992294968251,31.2335323342205,143.792018099354,20.3578197534817,5.77916993011306,266.393546436081,17.1943701678814,46.0139320207033,1371860.98630863,33.5939384237767,33.7309108372019,4.82932020703271,2,21069.4665172616,1.08121231524465,14.9745477829358,1.11878768475535,0.018375753695107,73.5127261085321,3.75636305426605,1077.37692759191,30.4872738914679,16.9300720345766,0.188718348007043,459.52135788912
"Helemano Military Reservation","HI","West",21.5356875569353,-158.019593169489,57564,0.0335542969521072,0.242081974220363,0.419738066683871,0.506633260351506,0.0712094174664217,0.719968302628516,0.143244987437355,0.0398653286975327,0.0384388951857852,0.0262942817102896,0.0321882043405217,0.589589731185111,0.0114965968169766,0.0422202367483866,0.0718894408014137,0.526242410950192,0.0544514476575086,0.0024491525333101,0.327514480400184,0.0538338405641698,0.0105891663692454,0.254079688075905,0.120982943490265,0.148141562061112,0.153327597834747,0.0383285873682091,0.120069211302552,2.9203392921,11.177348228,22.2,8.1,20.2,96.875495039,18.885339666,26.394052045,553.9,23.497911647,228.18745,9.5,6.3481637386,239.37491994,27.336041788,44.3,384373.36,41,20,67.78,2,18399,8,213,5.9,0.81,47,36,1932,46,16.14,0.174598,382.9087
"Highbluff Stagefield","AL","South",31.1502937247756,-85.7362636789256,2840,0.230818008877616,0.347812301838935,0.285351934051997,0.337403598971722,0.259281084266352,0.893243243243243,0.0441441441441441,0,0.0252252252252252,0.00945945945945946,0.0279279279279279,0.533900106269926,0.0299681190223167,0.103294367693943,0.101381509032944,0.482746897841237,0.112697603263641,0.00560938296787353,0.00135985041645419,0,0.0190379058303587,0.0227774944756077,0.0577936426993031,0.507267441860465,0.0739130434782609,0.067375132837407,0,4.909681346,22.304880964,36.6,7.9,29.3,27.674505412,14.656549773,42.105263158,348.2,50.325850833,15.02968,31.4,8.5894611047,342.51675354,11.834862385,44.9,367621.01,31,37,1.03,2,21321,1,16,1.7,0.03,65,7,874,25,16.98,0.20304,437.2655
"Holston AAP","TN","South",36.5386523336383,-82.6267698939154,38479,0.133008354516117,0.41751259059946,0.289679908131475,0.398059285147678,0.195279540914017,0.864268218513215,0.0918359411120807,0.00389952824543771,0.00547273794273907,0.0150134064869476,0.01951016769958,0.507993958030218,0.0286861610537072,0.0930556575813545,0.157037946938089,0.479218855001703,0.0235775729966038,0.00270285379351749,0.0063919372581901,0.000567722779261133,0.00694633558389336,0.0197391655604777,0.0192705713304173,0.45370551563756,0.110842737450249,0.0521192698361963,0.0003727655737022,4.7484567412,20.900435304,31.4,7.5,37.5,41.482941249,12.643946351,21.739130435,252,40.892516062,10.60764,27,9.0311841476,250.2593437,10.399316677,33.2,311709.13,33,36,2.26,2,20092,0,1,1.9,0.07,67,13,928,25,14.12,0.195825,461.8882
"Hunt Stagefield","AL","South",31.3801772264978,-85.5799686848069,9268,0.15847260007773,0.315196268946755,0.36504080839487,0.364648714314639,0.192304234469118,0.884817424727739,0.0652146060217809,0.0025624599615631,0.0204996796925048,0.0179372197309417,0.00896860986547085,0.461548018387377,0.0244129705553485,0.10293204124736,0.166231830040999,0.469455982169993,0.263600445750177,0.00501468949447878,0.00202613716948637,0,0.00506534292371594,0.0291763752406038,0.0311012055516158,0.441036614360437,0.180007089684509,0.0523667536339918,0.00142874891290844,4.606066663,18.201220902,34.2,7.5,29.8,44.630415632,15.528419697,31.914893617,467.5,30.630003481,54.65974,21.3,16.012184882,321.1579928,14.016243123,23.3,434550.61,33,32,3.83,2,21601,0,7,1.6,0.04,72,7,1131,32,19.15,0.168711,403.9892
"Iowa AAP","IA","Midwest",40.7925543054369,-91.2431618034744,18381,0.0781441342818989,0.337438871613161,0.371810278473458,0.417895249019378,0.152194798085103,0.83081871561961,0.0901063044047924,0.00292826825996487,0.0334063503314199,0.0173900407637502,0.0253503206204628,0.50971710556379,0.0141197651224515,0.0756956469575041,0.148735679339436,0.486379026510399,0.0565884647519272,0.00117618551960301,0.00662977134070058,0,0.00335573066483939,0.0272338248597863,0.0267425550913283,0.384837217269095,0.114110972851272,0.0416681018169925,0.000767183282624678,3.4760202294,17.95169277,32.6,7.4,27,77.649101054,18.872167265,42.857142857,442.2,36.918533104,183.69863,23.2,18.724254151,462.06305802,13.684834123,12,266308.88,31,31,12.12,2,19973,0,5,4.7,0.06,77,11,1007,26,14.03,0.201302,451.0633
"Kahuku Training Area","HI","West",21.668496357421,-157.993827314079,33485,0.0441728428452399,0.274700711878017,0.440969878189215,0.543867478777426,0.101476404197178,0.652310102657128,0.135973733666225,0.0383223535563473,0.0853189923907997,0.0470737329066177,0.0410010848228828,0.598824568605918,0.00967300650484859,0.0414590257104029,0.0661939813092272,0.524432594864387,0.0752025454202874,0.00381635977399285,0.219370208054414,0.0950543500055147,0.0117971757888443,0.209711020338228,0.135112491662697,0.19498940020117,0.140484977125326,0.0445306400156528,0.172231560929738,2.9203392921,11.177348228,22.2,8.1,20.2,96.875495039,18.885339666,26.394052045,553.9,23.497911647,228.18745,9.5,6.3481637386,239.37491994,27.336041788,44.3,384373.36,41,20,67.78,2,18399,8,213,5.9,0.81,47,36,1932,46,16.14,0.174598,382.9087
"Kawaihae Military Reserve","HI","West",20.031973039,-155.830000442,6589,0.0556464811783961,0.313792590388335,0.328671328671329,0.497779296207721,0.110778035154653,0.74938704028021,0.118213660245184,0.0175131348511384,0.0374781085814361,0.0143607705779334,0.0630472854640981,0.534538066723695,0.0150769888793841,0.0520744225834046,0.101047904191617,0.49563712953212,0.0127877237851662,0.000225665713855875,0.146983601624793,0.118023168346623,0.00255754475703325,0.360538588837069,0.0637129532119753,0.316086316821972,0.0905960579434814,0.0479041916167665,0.00320786997433704,3.6565036012,14.991353158,22.8,7.1,20,72.57225293,21.842595769,37.692307692,378,33.499898022,283.19619,19.3,6.3636548761,248.76968117,26.856081133,34.2,2578209.06,41,32,6.04,2,21972,2,29,3.3,0.03,83,6,1509,34,15.19,0.172227,415.6263
"Kilauea Military Reserve","HI","West",19.434110118787,-155.274224875977,1291,0.097255369928401,0.217183770883055,0.31145584725537,0.432748538011696,0.164431486880466,0.834717607973422,0.0398671096345515,0,0.0224252491694352,0.0174418604651163,0.0855481727574751,0.436372269705603,0.0123456790123457,0.0341880341880342,0.0835707502374169,0.515163607342378,0.00279329608938547,0,0.150039904229848,0.0542697525937749,0,0.106145251396648,0.114525139664804,0.08,0.214761660686827,0.0223171889838557,0,3.6565036012,14.991353158,22.8,7.1,20,72.57225293,21.842595769,37.692307692,378,33.499898022,283.19619,19.3,6.3636548761,248.76968117,26.856081133,34.2,2578209.06,41,32,6.04,2,21972,2,29,3.3,0.03,83,6,1509,34,15.19,0.172227,415.6263
"Lake City AAP","MO","Midwest",39.0968670077063,-94.2502550616218,17049,0.0844945602868359,0.369858552795565,0.353450472246338,0.433789581093129,0.14201454986965,0.847873913799442,0.0945467810562431,0.00479187027976344,0.012117212556163,0.0116319481204777,0.029038274187911,0.507643740319181,0.0192516472046072,0.0656767143201626,0.132585163960087,0.466213626723728,0.0711719031768748,0.0073815510340233,0.00804416719592157,0.00895578392763238,0.03053760371905,0.036090295001533,0.0986407923876177,0.335093255773499,0.11470181888661,0.0496418486810415,0.00167534549597972,4.4005756156,20.452735497,32.8,6.8,23.4,93.350371871,19.946499013,37.007874016,768.7,38.765610486,215.23531,23.2,11.183453724,822.53987295,17.482028938,32,386864.84,29,24,18.29,2,18569,3,47,6.7,0.71,69,59,1194,41,14.8,0.14407,380.0155
"Letterkenny Army Depot","PA","Northeast",40.0181237496114,-77.6914464699786,29095,0.108958669835207,0.415413592726835,0.260185616954346,0.416652537692925,0.106677916553577,0.817115314116487,0.113524660211996,0.00314027790119613,0.0290810177287986,0.00936710733267541,0.0277716227088471,0.542681990537647,0.0160237919520217,0.0737295729765011,0.106830325371385,0.488644295580812,0.0550768985477694,0.00382740840992868,0.0162750882094274,0,0.0135361643538708,0.0147618675159865,0.0814424606641835,0.255984891411233,0.11914077798636,0.0400472380006346,0.0015353828277127,3.7912565996,14.848270621,34.3,8.3,29.4,42.443422583,18.60606834,11.818181818,292.4,26.089336212,92.29709,14.1,15.816399589,147.37438585,11.689536878,30.2,494223.2,34,29,6.48,2,21057,0,0,3.7,0.12,68,21,1302,28,16.11,0.191489,463.4288
"Makua Military Reserve","HI","West",21.5310292009369,-158.205004696909,27320,0.116271622506057,0.429563590315476,0.31767029956819,0.414513843426472,0.205793909553148,0.657881913789089,0.176299745114472,0.110692848430837,0.0135497113435332,0.013069960079047,0.0285058212430218,0.433814913741186,0.0235477675723421,0.0687508049013141,0.0958551600391281,0.490399366209264,0.0122507492739475,0.00134800468842388,0.154536141760896,0.307570465162329,0.00699849773958208,0.370015502495442,0.16842338578643,0.505539295446935,0.112115704572098,0.0817248911802307,0.0151072285206491,2.9203392921,11.177348228,22.2,8.1,20.2,96.875495039,18.885339666,26.394052045,553.9,23.497911647,228.18745,9.5,6.3481637386,239.37491994,27.336041788,44.3,384373.36,41,20,67.78,2,18399,8,213,5.9,0.81,47,36,1932,46,16.14,0.174598,382.9087
"McAlester AAP","OK","South",34.822060591723,-95.9396137698595,16115,0.121315236595775,0.364114759967854,0.332933454612081,0.442407081700113,0.17834023931766,0.837771998533762,0.112976829991597,0.00414540936334248,0.0095653345966338,0.00761700354162975,0.0279234239730347,0.51888701391808,0.0243330371429945,0.0789774136512292,0.158071808697786,0.512361374510698,0.0429071597232052,0.0911218801173419,0.00614348947718394,0.000349355112476135,0.0190517345752789,0.130858324181225,0.0506575323178533,0.346348240977394,0.123156726451861,0.0342357446365796,0.000521916394819205,5.00016763853557,20.7958802392659,34.8402328910422,6.24224522380664,33.6730647470132,57.1328148862464,12.9538392202405,31.8250116231087,416.734387215768,54.0625475744506,693.846616848676,24.5991521224467,12.8912590894084,163.039919691521,12.8989170962059,27.2103176787976,734264.459013929,32.1434372075098,36.8560948081264,3.09016572152178,2,20131.9958294335,1,12.3431701811375,2.19596294664978,0.0161885426416341,77.0429719759952,9.28401145185267,916.067692561801,27.2393740020922,15.0873031712823,0.197672663725706,455.39007070005
"Milan AAP","TN","South",35.8752385149456,-88.7173074723619,6902,0.12135592863755,0.392808925607126,0.283391000181287,0.369434365628894,0.170308802522309,0.920974937026014,0.0446348103028323,0.00150006815952159,0.00402412094445388,0.000333348479893686,0.0285327150872844,0.501609088222361,0.0241099307926958,0.0926325421450163,0.159846946716091,0.482370915722297,0.162828194306402,0.00844809021141162,0.00587998869961221,0,0.00263444270967003,0.0145698113643553,0.0354468949299155,0.375680407043356,0.122395275128216,0.0760466497429541,0.00179440424617601,4.9151157909673,21.6673110676043,33.5809855630414,7.20915495668912,38.4723002887392,45.3464736252216,12.837307330013,34.6672624776384,507.432862367661,40.9659983359149,20.6634806875842,24.1826294513956,17.1877898021324,436.393690637556,14.664270043062,34.3356804619827,384946.556911261,34.6361501443696,39.4553994225217,2.10075110683349,2,20924.5492589028,1,9.72769971126083,2.49084504331088,0.0427230028873917,76.9084504331088,7.27230028873917,910.248816169394,27.2723002887392,15.2342252165544,0.197554095399423,417.712862764196
"Military Ocean Terminal Concord","CA","West",38.0554999996253,-122.033300000295,88188,0.192988416875,0.239793691700747,0.340036642878181,0.494012208078966,0.150167607829001,0.684917154424127,0.149297249797398,0.0918263861540518,0.0203868508632443,0.0222625328398778,0.0313098259213006,0.454672394179676,0.0273097278035995,0.0457862244056714,0.117305629694583,0.49470269752979,0.0974285747093834,0.00527492172725493,0.114268906078932,0.0130547406411442,0.16784528475356,0.0644658223544289,0.393165505471845,0.273581381951234,0.0693258709256362,0.0757994522699681,0.000665052730499078,3.4033021657,10.468567361,24.2,8.3,17.7,88.533352399,16.27890933,26.774193548,422.6,14.432447733,308.33554,10.3,5.4138247785,366.02249352,22.293094152,48.7,462554.96,40,21,26.78,2,18701,4,34,4.2,0.83,67,60,2254,35,23.65,0.143931,428.2406
"Military Ocean Tml Sunny Point","NC","South",33.9964123710341,-77.9696812525877,30072,0.111268827566171,0.221640436340138,0.381152488570961,0.336318336488073,0.134596063955521,0.780010648263973,0.128316537899672,0.0073569798822435,0.00847593378957072,0.0165055372511361,0.059334362913404,0.572447501441277,0.0297996871186873,0.0665660450646346,0.118733349226977,0.483073918978556,0.106914532275587,0.00444922861304822,0.00831765727738634,0.0057272167144934,0.0276848315013616,0.0258454899451583,0.0541586376087417,0.330720462938559,0.137266958756555,0.0562526521980723,0.00147202006850659,3.98353575427059,17.0004947245209,25.8922554153737,7.27617022828608,19.9523404565722,85.4490683482796,17.8873267572341,33.1515029387183,497.466713878006,23.2980959602688,266.563226944869,21.4513192327448,9.80015563201303,337.71150859071,19.255116501214,22.0270642550385,270969.535315045,41.3523404565722,29.1140427394329,9.45716564797564,2,19059.9830282326,0.647659543427847,15.2485099554126,3.41344672159797,0.498025512359544,62.7046809131443,45.0876580845367,1359.28935890851,36.3055313251291,15.7897957552345,0.192849826401067,425.999756241471
"NTC and Fort Irwin","CA","West",35.3747747202772,-116.631634448671,22997,0.147851036139422,0.283429916748489,0.398891435340932,0.553707280835999,0.207388626882624,0.695844474587923,0.152605947200574,0.00976442315031694,0.0760794408387623,0.0314683944325202,0.0342373197899028,0.504727276168907,0.0219503205595023,0.04258094984179,0.111369269116409,0.517617927223233,0.119934423316325,0.00908750097352077,0.0385337431762482,0.0148458151147105,0.0727302296670458,0.0647240726951902,0.384946355040831,0.435768762436763,0.201731266002198,0.0694412257983426,0.13031256279141,3.93047160738767,13.0437911960435,27.2704382384146,8.09304429139168,21.2904359006636,83.966081261531,17.8222761674952,29.2218205646096,519.266313006887,31.4600860204304,195.862840640814,25.6400070132532,4.42250174976134,409.634798082552,27.9492801272739,40.7556807351328,12781552.3347258,40.0260839072812,30.043473178802,21.8314967900879,2,20267.8181139744,1.9913053642396,43.6261306623029,3.48174126490316,0.0495652682119801,69.913053642396,5.95652682119801,1474.21736589401,39.9652214569584,24.4524403423906,0.107922971110791,412.030697828589
"Picatinny Arsenal","NJ","Northeast",40.9549176873015,-74.5438187430405,36897,0.115912276887238,0.285592593900162,0.257312797031185,0.461649023009682,0.047957797181497,0.771854662382096,0.123118208623752,0.0334646867532329,0.0157722136723948,0.0176269380416355,0.0381632905268892,0.53688015113976,0.0184732797786499,0.0527544376604753,0.0909925524030861,0.508913765697828,0.0345630065310749,0.00114969373931907,0.0475986897838296,0,0.148113475353038,0.0301720001150398,0.302850079062195,0.160311973089583,0.0613677467461704,0.0505156339840309,0.00122881141426099,3.3097125301,11.986594974,21.4,9.3,18.8,94.197563968,18.008842179,23.008849558,152.3,4.0842407025,238.75303,5.6,10.149967268,65.475789627,17.2159644,43,294592.32,57,22,15.15,2,19348,3,0,7.8,0.61,67,48,2765,25,11.52,0.161233,477.9202
"Pine Bluff Arsenal","AR","South",34.3259744935281,-92.0851647711372,15774,0.118735875286498,0.386542731361977,0.322027981171995,0.395554109233635,0.244824854660877,0.833029703575694,0.0720797372492223,0.00947913913002293,0.025300710859165,0.0301481918887986,0.0299625172970967,0.384371210769328,0.0299713279568215,0.0792541732180628,0.132652923384149,0.470260576943637,0.561958168042555,0.000364611176033968,0.00551665429752251,0.000867272065422396,0.00701643173762207,0.01004090994567,0.018361326217942,0.511822274379683,0.109839138986891,0.0725722249867166,0.000387867265695145,4.89293310189469,21.7831234506602,41.4481430536451,5.77302023973276,33.9182550599332,46.782012896988,13.1151077952419,35.0627525692558,1074.93521320495,49.421938691564,171.047511167223,28.7830418549813,14.1722621921381,752.990960211161,15.2213198947571,25.9463548830812,527137.790660248,32.0145411672234,34.6058164668894,5.0996462959324,2,19639.3106700727,0.802908233444685,11.6203576341128,3.83134211043427,0.0440872470033405,70.6058164668894,9.01454116722342,857.621929652191,33.4378070347809,13.9328591078797,NA,NA
"Pohakuloa Training Area","HI","West",19.6886184691671,-155.613950906909,30396,0.0747391816588522,0.298737657091293,0.341631220951757,0.413062246959231,0.130218617043472,0.743744746017702,0.134777952259742,0.00686663259481279,0.025278292012516,0.0300911445194766,0.0592412325957495,0.530213719292223,0.013644659616411,0.0444214516534567,0.113660690551537,0.505161628495017,0.00723607079501398,0.00306927750434052,0.144715463483527,0.137882493164785,0.0318226432995781,0.236995713228289,0.108923752612855,0.284390026178198,0.102331705228503,0.0494717657204071,0.00155281897718487,3.6565036012,14.991353158,22.8,7.1,20,72.57225293,21.842595769,37.692307692,378,33.499898022,283.19619,19.3,6.3636548761,248.76968117,26.856081133,34.2,2578209.06,41,32,6.04,2,21972,2,29,3.3,0.03,83,6,1509,34,15.19,0.172227,415.6263
"Presidio Of Monterey","CA","West",36.6058190954749,-121.906707079968,26457,0.0438306199398421,0.12251973011452,0.310878542081666,0.380878306736827,0.10198495607282,0.660667139675805,0.102969457027671,0.0429120018799123,0.0828320632793065,0.0391400299971766,0.0714793081401287,0.474416460335015,0.016394678501505,0.062993081421088,0.118001063003275,0.501027088855612,0.0257712662849359,0.00337339472167131,0.0710559533387258,0.00160119597534664,0.0295928341497919,0.0470364309071579,0.148131499141889,0.0605922696444608,0.133353590720445,0.0296032692745758,0.0814258836082508,3.4901942953,12.365161509,24.6,8.7,17.2,90.240858484,17.573780698,32.487309645,413.4,37.594199318,298.23175,18.9,5.1855505211,425.44852948,30.667785637,27.7,2099586.15,44,29,29.09,2,20873,2,30,0.5,0.06,63,8,1722,51,23.45,0.125826,433.0176
"Pueblo Chemical Depot","CO","West",38.3171742433967,-104.332443966516,6862,0.0945567763310028,0.295344999608818,0.38129896017467,0.301365884986929,0.126383023101015,0.802070851759619,0.110174829527301,0.00648112169287943,0.0290181515251902,0.0056347755229728,0.0466202699720372,0.569676315069177,0.0201818843918826,0.0591543880142521,0.107901175151223,0.488597595822964,0.00623661267873049,0.0139096933982145,0.00348735478892575,0,0.0809711977644101,0.0283145469286927,0.34759253526702,0.430601464442077,0.13243273614115,0.070803367648068,0,4.1921171075,17.137062181,27.1,7.4,21.5,81.100570214,15.80543309,45.054945055,548.6,39.37893187,456.6293,24.9,8.802440232,575.29922938,17.396148337,21.2,1527087.99,38,32,15.22,2,18573,2,37,4.7,0.04,76,6,1069,36,20.3,0.173309,441.2016
"Pupukea Paalaa Uka Mil Road","HI","West",19.9695244972578,-155.723365535091,10036,0.0464213794330532,0.264841524891849,0.379476695982057,0.457273153059787,0.0963079319698035,0.753084097410068,0.133396024170351,0.0114980117112546,0.031308527227592,0.0139689639734111,0.0567443755073234,0.543675841990221,0.0170949717884734,0.0440674228892326,0.11233303656878,0.504270566656492,0.00901829358204444,0.000148157770884452,0.141800542391988,0.118116812555709,0.00624548954858875,0.315061458078132,0.0642984842094674,0.2739634043559,0.0994065834794564,0.0507502281777049,0.00210608362504053,3.6565036012,14.991353158,22.8,7.1,20,72.57225293,21.842595769,37.692307692,378,33.499898022,283.19619,19.3,6.3636548761,248.76968117,26.856081133,34.2,2578209.06,41,32,6.04,2,21972,2,29,3.3,0.03,83,6,1509,34,15.19,0.172227,415.6263
"Radford AAP","VA","South",37.1873562015275,-80.5420829423738,54485,0.0568133964020983,0.176371191591042,0.240523635982862,0.421029293866025,0.321366188039727,0.74825254634741,0.0748312289515908,0.0540841169545494,0.0557103136073762,0.0265359376219069,0.0405858565171664,0.376807347590742,0.0162257869803115,0.0441631066797919,0.0796244773923897,0.510500011175538,0.0510625199343389,0.00235143452904419,0.0601014787468267,0.000443573628764416,0.00867031607324753,0.0173024171996467,0.0286799040394006,0.187783894861165,0.0799434771961942,0.0360141124195471,0.00154336593755339,3.76419301799389,17.8677140007573,25.630020884806,7.94723583450497,23.6917880396948,74.2643417923895,19.2029826124534,19.8268813389057,270.932905854571,19.2274178863788,131.134098908257,15.3579314486957,12.612807822556,137.987209945668,17.3682188184562,24.5737731882772,236937.059418297,35.8196262575247,30.3426473197832,8.29358932008354,2,19250.119111645,1.97519076154466,42.3978692037838,3.16294107208671,0.11184994335167,57.8082965915451,27.2898961219782,1137.01570455507,39.451125458988,13.7345992301287,0.146594936342292,418.785674012749
